lastUpdated,code,level,created,name,id,offlineLevels,code,lastUpdated,id,level,created,name,shortName,description,contactPerson,path,openingDate,email,address,url,phoneNumber,closedDate,geometry,comment,code,created,lastUpdated,name,id,shortName,symbol,color,geometry
2023-12-29T14:08:25.130,,,,,,,,,,6,2023-12-29T14:08:25.071,"Cyirabyo A","Cyirabyo A",,,"/NLsvt0iBEyq/UvekxcAnx2W/RlaQ9qPE7Wx/kPLHNKxVxrA/zwYYKxOpMHx/J90vFGaCnNK",2023-01-01T00:00:00.000,,,,,,,,,,,,J90vFGaCnNK,,,,
2023-12-29T14:08:25.928,,,,,,,,,,6,2023-12-29T14:08:25.889,"Cyirabyo B","Cyirabyo B",,,"/NLsvt0iBEyq/UvekxcAnx2W/RlaQ9qPE7Wx/kPLHNKxVxrA/zwYYKxOpMHx/Rsl9tBMzjfI",2023-01-01T00:00:00.000,,,,,,,,,,,,Rsl9tBMzjfI,,,,
2023-12-29T13:36:01.160,,,,,,,,,,6,2023-12-29T13:36:01.133,Cyiri,Cyiri,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CdGmPmTT2JI/ktcaaDa6DMb/vlsQOA1k8OK/axHogjoahlY",2023-01-01T00:00:00.000,,,,,,,,,,,,axHogjoahlY,,,,
2023-12-29T13:27:03.250,,,,,,,,,,5,2023-12-29T13:27:03.231,Cyiri,Cyiri,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/hDDzPsgJUFe/mAkWyQlTOjQ",2023-01-01T00:00:00.000,,,,,,,,,,,,mAkWyQlTOjQ,,,,
2023-12-29T13:33:42.389,,,,,,,,,,6,2023-12-29T13:33:42.357,Cyivugiza,Cyivugiza,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/qLqMdaBK6Zg/zSnQ8odbZ84/QaYsz7hggcS",2023-01-01T00:00:00.000,,,,,,,,,,,,QaYsz7hggcS,,,,
2023-12-29T13:15:25.830,,,,,,,,,,5,2023-12-29T13:15:25.809,Cyivugiza,Cyivugiza,,,"/NLsvt0iBEyq/I7LUEXlue90/S19LIxV9TlT/m2hUjpd9o1t/tRamrPtTyvz",2023-01-01T00:00:00.000,,,,,,,,,,,,tRamrPtTyvz,,,,
2023-12-29T14:13:04.437,,,,,,,,,,6,2023-12-29T14:13:04.394,Cyiya,Cyiya,,,"/NLsvt0iBEyq/UvekxcAnx2W/G9cUOSP7XMy/gpkyxDBMwi1/VdT89KMFXqE/tLl9O3VVuwa",2023-01-01T00:00:00.000,,,,,,,,,,,,tLl9O3VVuwa,,,,
2023-12-29T14:55:00.607,,,,,,,,,,6,2023-12-29T14:55:00.543,Cyizihira,Cyizihira,,,"/NLsvt0iBEyq/qtB5YKGpetQ/HZHCFHVBgWS/uj3egqie73m/VRQ3oDVxbYq/Bm8MGWPlWKo",2023-01-01T00:00:00.000,,,,,,,,,,,,Bm8MGWPlWKo,,,,
2023-12-29T14:46:46.372,,,,,,,,,,6,2023-12-29T14:46:46.292,Cyobaharaye,Cyobaharaye,,,"/NLsvt0iBEyq/qtB5YKGpetQ/ohiPKtEtJgY/jdgaFVHYGxH/tjFCU5wItDf/A678VjG0cES",2023-01-01T00:00:00.000,,,,,,,,,,,,A678VjG0cES,,,,
2023-12-29T13:41:07.635,,,,,,,,,,6,2023-12-29T13:41:07.606,Cyobe,Cyobe,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/UdHQTpsdPwz/NQOIDm5bpO2/NMCZ8KzDvTw",2023-01-01T00:00:00.000,,,,,,,,,,,,NMCZ8KzDvTw,,,,
2023-12-29T13:41:06.888,,,,,,,,,,5,2023-12-29T13:41:06.855,Cyobe,Cyobe,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/UdHQTpsdPwz/NQOIDm5bpO2",2023-01-01T00:00:00.000,,,,,,,,,,,,NQOIDm5bpO2,,,,
2023-12-29T14:41:06.170,,,,,,,,,,6,2023-12-29T14:41:06.114,"Cyoga I","Cyoga I",,,"/NLsvt0iBEyq/I7LUEXlue90/S19LIxV9TlT/tumkRJSpazo/Wd630lct2I3/z8f5OmNAa4N",2023-01-01T00:00:00.000,,,,,,,,,,,,z8f5OmNAa4N,,,,
2023-12-29T14:41:06.852,,,,,,,,,,6,2023-12-29T14:41:06.788,"Cyoga Ii","Cyoga Ii",,,"/NLsvt0iBEyq/I7LUEXlue90/S19LIxV9TlT/tumkRJSpazo/Wd630lct2I3/uwEysQzvTJN",2023-01-01T00:00:00.000,,,,,,,,,,,,uwEysQzvTJN,,,,
2023-12-29T14:55:58.678,,,,,,,,,,6,2023-12-29T14:55:58.618,Cyogamuyaga,Cyogamuyaga,,,"/NLsvt0iBEyq/qtB5YKGpetQ/tiOxwPjTxGh/Na8t8XOASCH/fYW6AoR8xRc/kskmFv9wjWr",2023-01-01T00:00:00.000,,,,,,,,,,,,kskmFv9wjWr,,,,
2023-12-29T14:20:17.922,,,,,,,,,,6,2023-12-29T14:20:17.870,Cyoganyoni,Cyoganyoni,,,"/NLsvt0iBEyq/d3sGVyQqwe5/JrZv84pAK7M/zR7VsaH3ZHS/shUzBqKabPE/ZfNOfTMSO1n",2023-01-01T00:00:00.000,,,,,,,,,,,,ZfNOfTMSO1n,,,,
2023-12-29T14:02:56.416,,,,,,,,,,6,2023-12-29T14:02:56.365,Cyogo,Cyogo,,,"/NLsvt0iBEyq/UvekxcAnx2W/RReyheIcFTS/aqP2ejekwSD/YLngW5t9sui/ETqzqaZH4Bi",2023-01-01T00:00:00.000,,,,,,,,,,,,ETqzqaZH4Bi,,,,
2023-12-29T14:22:30.714,,,,,,,,,,5,2023-12-29T14:22:30.665,Cyogo,Cyogo,,,"/NLsvt0iBEyq/OMhvoA1PDd5/RfaoNcYhdRF/BQZW1qAy6Tw/mwfG82Yxiak",2023-01-01T00:00:00.000,,,,,,,,,,,,mwfG82Yxiak,,,,
2023-12-29T14:13:59.888,,,,,,,,,,5,2023-12-29T14:13:59.803,Cyohoha,Cyohoha,,,"/NLsvt0iBEyq/OMhvoA1PDd5/vx2WLOHKkjR/n8ZxxHq4FtS/tbaYrGxBjpv",2023-01-01T00:00:00.000,,,,,,,,,,,,tbaYrGxBjpv,,,,
2023-12-29T14:57:54.203,,,,,,,,,,6,2023-12-29T14:57:54.132,Cyoma,Cyoma,,,"/NLsvt0iBEyq/qtB5YKGpetQ/tiOxwPjTxGh/o6Y2HgiqmBk/H1Y7bPH6CyS/H2rkfyqzvto",2023-01-01T00:00:00.000,,,,,,,,,,,,H2rkfyqzvto,,,,
2023-12-29T14:33:31.109,,,,,,,,,,6,2023-12-29T14:33:31.048,Cyome,Cyome,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CdGmPmTT2JI/XqckwbMR0MQ/fKPfSM1CVoq/fM9DR79p1tu",2023-01-01T00:00:00.000,,,,,,,,,,,,fM9DR79p1tu,,,,
2023-12-29T14:03:31.421,,,,,,,,,,5,2023-12-29T14:03:31.368,Cyome,Cyome,,,"/NLsvt0iBEyq/UvekxcAnx2W/K3jI0FZ3Gq0/hVc1n8q70pf/MzmFZ3pkmhB",2023-01-01T00:00:00.000,,,,,,,,,,,,MzmFZ3pkmhB,,,,
2023-12-29T13:54:38.027,,,,,,,,,,6,2023-12-29T13:54:37.994,Cyondo,Cyondo,,,"/NLsvt0iBEyq/UvekxcAnx2W/dzu2J35kVop/WNeTTrVmXiD/qUoQHxMS8aO/aSuqtBpDsEt",2023-01-01T00:00:00.000,,,,,,,,,,,,aSuqtBpDsEt,,,,
2023-12-29T14:37:36.569,,,,,,,,,,6,2023-12-29T14:37:36.490,Cyonyo,Cyonyo,,,"/NLsvt0iBEyq/qtB5YKGpetQ/UN7SFbqzMwN/VCZhdIXnMT8/qh2KoN4fcCp/m4v3spT7QBT",2023-01-01T00:00:00.000,,,,,,,,,,,,m4v3spT7QBT,,,,
2023-12-29T13:26:07.889,,,,,,,,,,5,2023-12-29T13:26:07.857,Cyotamakara,Cyotamakara,,,"/NLsvt0iBEyq/d3sGVyQqwe5/xvgoC8i25AP/bjQ0t1aMiV8/DWe2tUz7fSL",2023-01-01T00:00:00.000,,,,,,,,,,,,DWe2tUz7fSL,,,,
2023-12-29T14:39:43.666,,,,,,,,,,6,2023-12-29T14:39:43.606,Cyoto,Cyoto,,,"/NLsvt0iBEyq/qtB5YKGpetQ/eyq3Niz72Ls/bWQM18AbMxB/Ykj42lOOONE/otwCkgKqo6w",2023-01-01T00:00:00.000,,,,,,,,,,,,otwCkgKqo6w,,,,
2023-12-29T13:55:06.132,,,,,,,,,,6,2023-12-29T13:55:06.082,Cyubi,Cyubi,,,"/NLsvt0iBEyq/I7LUEXlue90/S19LIxV9TlT/m2hUjpd9o1t/tRamrPtTyvz/z8qXH7QCmp9",2023-01-01T00:00:00.000,,,,,,,,,,,,z8qXH7QCmp9,,,,
2023-12-29T13:22:49.112,,,,,,,,,,6,2023-12-29T13:22:49.092,Cyugamo,Cyugamo,,,"/NLsvt0iBEyq/I7LUEXlue90/Elcqno9VUjB/JjH5jPbt2jf/RWxQXyzDzyY/lNhztp5ih3x",2023-01-01T00:00:00.000,,,,,,,,,,,,lNhztp5ih3x,,,,
2023-12-29T14:57:06.167,,,,,,,,,,5,2023-12-29T14:57:06.099,Cyugaro,Cyugaro,,,"/NLsvt0iBEyq/qtB5YKGpetQ/tiOxwPjTxGh/iTyTXXrebJE/A9ii195dFqR",2023-01-01T00:00:00.000,,,,,,,,,,,,A9ii195dFqR,,,,
2023-12-29T13:39:24.404,,,,,,,,,,6,2023-12-29T13:39:24.362,Cyugaro,Cyugaro,,,"/NLsvt0iBEyq/d3sGVyQqwe5/xvgoC8i25AP/zLpIDKL07s4/rlTXJx3zUfu/beTBGIcmNYz",2023-01-01T00:00:00.000,,,,,,,,,,,,beTBGIcmNYz,,,,
2023-12-29T14:02:19.969,,,,,,,,,,6,2023-12-29T14:02:19.918,Cyugi,Cyugi,,,"/NLsvt0iBEyq/UvekxcAnx2W/RReyheIcFTS/zYFQOmz2jEG/VmRJQyur68F/RgwWZpsR2WR",2023-01-01T00:00:00.000,,,,,,,,,,,,RgwWZpsR2WR,,,,
2023-12-29T14:28:17.990,,,,,,,,,,4,2023-12-29T14:28:17.939,Cyumba,Cyumba,,,"/NLsvt0iBEyq/OMhvoA1PDd5/j3aA3oajdXg/GuuYZ0MW0aT",2023-01-01T00:00:00.000,,,,,,,,,,,,GuuYZ0MW0aT,,,,
2023-12-29T13:28:54.082,,,,,,,,,,5,2023-12-29T13:28:54.058,Cyumba,Cyumba,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/qLqMdaBK6Zg/j4TSUYhgo0i",2023-01-01T00:00:00.000,,,,,,,,,,,,j4TSUYhgo0i,,,,
2023-12-29T13:25:21.076,,,,,,,,,,6,2023-12-29T13:25:21.054,Cyumba,Cyumba,,,"/NLsvt0iBEyq/d3sGVyQqwe5/xvgoC8i25AP/DiyJ5JBOKMJ/zeaXdp0pIlE/XGCYM0bcqy6",2023-01-01T00:00:00.000,,,,,,,,,,,,XGCYM0bcqy6,,,,
2023-12-29T14:46:47.806,,,,,,,,,,6,2023-12-29T14:46:47.729,Cyumbati,Cyumbati,,,"/NLsvt0iBEyq/d3sGVyQqwe5/JrZv84pAK7M/fyOG7BxAV4B/M1Nu885BQLb/Bisk0Y3EPRD",2023-01-01T00:00:00.000,,,,,,,,,,,,Bisk0Y3EPRD,,,,
2023-12-29T13:41:55.764,,,,,,,,,,6,2023-12-29T13:41:55.719,Cyumuganza,Cyumuganza,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/IcwvfTD2fxs/xCnrzEYfVs2/OzviazVI74y",2023-01-01T00:00:00.000,,,,,,,,,,,,OzviazVI74y,,,,
2023-12-29T14:01:59.380,,,,,,,,,,6,2023-12-29T14:01:59.323,Cyumukenke,Cyumukenke,,,"/NLsvt0iBEyq/UvekxcAnx2W/RReyheIcFTS/TysYKOq4lyK/bk5EHAhlviT/glKFA9uRtRj",2023-01-01T00:00:00.000,,,,,,,,,,,,glKFA9uRtRj,,,,
2023-12-29T13:29:56.288,,,,,,,,,,6,2023-12-29T13:29:56.264,Cyumusave,Cyumusave,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/phHOhVHHnO6/ZomoQQ1Ev2e/i3vplFTMbIH",2023-01-01T00:00:00.000,,,,,,,,,,,,i3vplFTMbIH,,,,
2023-12-29T13:33:24.761,,,,,,,,,,6,2023-12-29T13:33:24.741,Cyumuzi,Cyumuzi,,,"/NLsvt0iBEyq/d3sGVyQqwe5/n468PYJ6g8u/IjOSgM5xTje/x4nd4evDxiK/NsG2VYzzmSk",2023-01-01T00:00:00.000,,,,,,,,,,,,NsG2VYzzmSk,,,,
2023-12-29T13:34:04.806,,,,,,,,,,6,2023-12-29T13:34:04.780,Cyuna,Cyuna,,,"/NLsvt0iBEyq/d3sGVyQqwe5/n468PYJ6g8u/YkJQ9xLX4GG/tMnsNinMUv6/dfJrI7js7nV",2023-01-01T00:00:00.000,,,,,,,,,,,,dfJrI7js7nV,,,,
2023-12-29T13:34:03.994,,,,,,,,,,5,2023-12-29T13:34:03.972,Cyuna,Cyuna,,,"/NLsvt0iBEyq/d3sGVyQqwe5/n468PYJ6g8u/YkJQ9xLX4GG/tMnsNinMUv6",2023-01-01T00:00:00.000,,,,,,,,,,,,tMnsNinMUv6,,,,
2023-12-29T13:59:24.467,,,,,,,,,,6,2023-12-29T13:59:24.404,Cyungeri,Cyungeri,,,"/NLsvt0iBEyq/UvekxcAnx2W/nPBRRlN2B7U/rFamvZ9ysgI/caxIUgi61Rc/ej4RatNAXqv",2023-01-01T00:00:00.000,,,,,,,,,,,,ej4RatNAXqv,,,,
2023-12-29T14:04:01.428,,,,,,,,,,6,2023-12-29T14:04:01.377,Cyungo,Cyungo,,,"/NLsvt0iBEyq/d3sGVyQqwe5/xvgoC8i25AP/le4RWOntUfs/BPyzrqWuMWY/E4LZ3iydVj9",2023-01-01T00:00:00.000,,,,,,,,,,,,E4LZ3iydVj9,,,,
2023-12-29T14:14:49.933,,,,,,,,,,4,2023-12-29T14:14:49.881,CYUNGO,CYUNGO,,,"/NLsvt0iBEyq/OMhvoA1PDd5/vx2WLOHKkjR/Q8WWxL6zNOL",2023-01-01T00:00:00.000,,,,,,,,,,,,Q8WWxL6zNOL,,,,
2023-12-29T14:10:31.361,,,,,,,,,,6,2023-12-29T14:10:31.318,Cyunguriro,Cyunguriro,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/etT1TTIPWKI/N4cJlE2UJqt/RdAYUSrf9IC",2023-01-01T00:00:00.000,,,,,,,,,,,,RdAYUSrf9IC,,,,
2023-12-29T14:47:16.468,,,,,,,,,,5,2023-12-29T14:47:16.384,Cyunuzi,Cyunuzi,,,"/NLsvt0iBEyq/qtB5YKGpetQ/ohiPKtEtJgY/KbfcAn3VwWp/Y2v3l6bDQvs",2023-01-01T00:00:00.000,,,,,,,,,,,,Y2v3l6bDQvs,,,,
2023-12-29T14:47:17.167,,,,,,,,,,6,2023-12-29T14:47:17.102,"Cyunuzi I","Cyunuzi I",,,"/NLsvt0iBEyq/qtB5YKGpetQ/ohiPKtEtJgY/KbfcAn3VwWp/Y2v3l6bDQvs/fYpNfSa0nES",2023-01-01T00:00:00.000,,,,,,,,,,,,fYpNfSa0nES,,,,
2023-12-29T14:47:17.794,,,,,,,,,,6,2023-12-29T14:47:17.726,"Cyunuzi Ii","Cyunuzi Ii",,,"/NLsvt0iBEyq/qtB5YKGpetQ/ohiPKtEtJgY/KbfcAn3VwWp/Y2v3l6bDQvs/NSdz2VPrA4K",2023-01-01T00:00:00.000,,,,,,,,,,,,NSdz2VPrA4K,,,,
2023-12-29T13:43:09.772,,,,,,,,,,6,2023-12-29T13:43:09.739,Cyunyu,Cyunyu,,,"/NLsvt0iBEyq/d3sGVyQqwe5/cM2P652eYaG/vxjlXRAJ4pF/cJ6g3bwgmXr/RLLiJYwvKP7",2023-01-01T00:00:00.000,,,,,,,,,,,,RLLiJYwvKP7,,,,
2023-12-29T13:24:06.848,,,,,,,,,,6,2023-12-29T13:24:06.822,Cyuriro,Cyuriro,,,"/NLsvt0iBEyq/d3sGVyQqwe5/xvgoC8i25AP/BtLaGPpqldc/kaAhV7iPGk3/ZxwfLbfHWju",2023-01-01T00:00:00.000,,,,,,,,,,,,ZxwfLbfHWju,,,,
2023-12-29T14:30:19.767,,,,,,,,,,5,2023-12-29T14:30:19.713,Cyuru,Cyuru,,,"/NLsvt0iBEyq/OMhvoA1PDd5/j3aA3oajdXg/lzKo7rvZioi/chrlfcDU2K3",2023-01-01T00:00:00.000,,,,,,,,,,,,chrlfcDU2K3,,,,
2023-12-29T13:32:26.512,,,,,,,,,,6,2023-12-29T13:32:26.475,Cyurukore,Cyurukore,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/qLqMdaBK6Zg/sf5si6Dvrv2/EqAU18NumvW",2023-01-01T00:00:00.000,,,,,,,,,,,,EqAU18NumvW,,,,
2023-12-29T13:22:05.900,,,,,,,,,,6,2023-12-29T13:22:05.882,Cyurusagara,Cyurusagara,,,"/NLsvt0iBEyq/I7LUEXlue90/Elcqno9VUjB/fL3UgStDL8M/TLPI1J4hOwF/pBUt5WcLJW7",2023-01-01T00:00:00.000,,,,,,,,,,,,pBUt5WcLJW7,,,,
2023-12-29T13:46:12.758,,,,,,,,,,6,2023-12-29T13:46:12.732,Cyurutare,Cyurutare,,,"/NLsvt0iBEyq/d3sGVyQqwe5/n468PYJ6g8u/S8DS8JwfdAo/aT5ugXTHk2B/sq6oCI3beF8",2023-01-01T00:00:00.000,,,,,,,,,,,,sq6oCI3beF8,,,,
2023-12-29T13:41:21.431,,,,,,,,,,6,2023-12-29T13:41:21.395,Cyurwufe,Cyurwufe,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/vZycUAdfkiX/bL3H4bw0sAx/m8VLt6hRvnN",2023-01-01T00:00:00.000,,,,,,,,,,,,m8VLt6hRvnN,,,,
2023-12-29T14:02:53.380,,,,,,,,,,6,2023-12-29T14:02:53.321,Cyuve,Cyuve,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/phHOhVHHnO6/JGGOhcxAlC2/d6UbRlDXIxV",2023-01-01T00:00:00.000,,,,,,,,,,,,d6UbRlDXIxV,,,,
2023-12-29T14:20:57.160,,,,,,,,,,4,2023-12-29T14:20:57.096,Cyuve,Cyuve,,,"/NLsvt0iBEyq/OMhvoA1PDd5/RfaoNcYhdRF/Wr5P400HMVN",2023-01-01T00:00:00.000,,,,,,,,,,,,Wr5P400HMVN,,,,
2023-12-29T14:04:18.801,,,,,,,,,,6,2023-12-29T14:04:18.749,Cyuzi,Cyuzi,,,"/NLsvt0iBEyq/UvekxcAnx2W/RReyheIcFTS/TysYKOq4lyK/bk5EHAhlviT/bfU9f8swkmO",2023-01-01T00:00:00.000,,,,,,,,,,,,bfU9f8swkmO,,,,
2023-12-29T13:45:46.758,,,,,,,,,,6,2023-12-29T13:45:46.729,Cyuzu,Cyuzu,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/phHOhVHHnO6/JGGOhcxAlC2/ju7ZWTAZFrT",2023-01-01T00:00:00.000,,,,,,,,,,,,ju7ZWTAZFrT,,,,
2023-12-29T14:53:58.302,,,,,,,,,,6,2023-12-29T14:53:58.230,Dagaza,Dagaza,,,"/NLsvt0iBEyq/qtB5YKGpetQ/HZHCFHVBgWS/bRo8Fweb6MA/jwAe5nIq3z5/F6zyjEEfbPJ",2023-01-01T00:00:00.000,,,,,,,,,,,,F6zyjEEfbPJ,,,,
2023-12-29T13:30:26.734,,,,,,,,,,5,2023-12-29T13:30:26.705,Dahwe,Dahwe,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/bzjcs4KXUCR/GegR9XcEIaz",2023-01-01T00:00:00.000,,,,,,,,,,,,GegR9XcEIaz,,,,
2023-12-29T13:54:03.231,,,,,,,,,,6,2023-12-29T13:54:03.185,Dehero,Dehero,,,"/NLsvt0iBEyq/I7LUEXlue90/Elcqno9VUjB/hXkozB5SnNW/wOqqLgKZl4o/vTUp9cTb0fh",2023-01-01T00:00:00.000,,,,,,,,,,,,vTUp9cTb0fh,,,,
2023-12-29T14:55:21.130,,,,,,,,,,6,2023-12-29T14:55:21.042,Dihiro,Dihiro,,,"/NLsvt0iBEyq/qtB5YKGpetQ/tiOxwPjTxGh/PJPOkvxyksc/qMDBFLeIaTg/m78lsDuTTbv",2023-01-01T00:00:00.000,,,,,,,,,,,,m78lsDuTTbv,,,,
2023-12-29T14:11:18.569,,,,,,,,,,6,2023-12-29T14:11:18.520,Doga,Doga,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CdGmPmTT2JI/pr5VMbh7s9V/JDmvnQzkfEp/sVKnVWyiBl5",2023-01-01T00:00:00.000,,,,,,,,,,,,sVKnVWyiBl5,,,,
2023-12-29T13:59:36.543,,,,,,,,,,6,2023-12-29T13:59:36.494,Dufatanye,Dufatanye,,,"/NLsvt0iBEyq/UvekxcAnx2W/nPBRRlN2B7U/wA6p2Fh0ubh/dHddFT5G7Se/p8snyxXFhYZ",2023-01-01T00:00:00.000,,,,,,,,,,,,p8snyxXFhYZ,,,,
2023-12-29T14:33:04.422,,,,,,,,,,6,2023-12-29T14:33:04.342,Duha,Duha,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/SgsZ68wsVO9/PQEImIb8NP1/aXNQorf2fs5",2023-01-01T00:00:00.000,,,,,,,,,,,,aXNQorf2fs5,,,,
2023-12-29T13:52:39.141,,,,,,,,,,6,2023-12-29T13:52:39.103,Duhati,Duhati,,,"/NLsvt0iBEyq/d3sGVyQqwe5/JrZv84pAK7M/fyOG7BxAV4B/M1Nu885BQLb/UpiFMjTICq2",2023-01-01T00:00:00.000,,,,,,,,,,,,UpiFMjTICq2,,,,
2023-12-29T13:57:43.780,,,,,,,,,,6,2023-12-29T13:57:43.739,Dukore,Dukore,,,"/NLsvt0iBEyq/UvekxcAnx2W/nPBRRlN2B7U/xlsfd2R5T2e/gX0bYYB2PKq/cNjDaq8FxmB",2023-01-01T00:00:00.000,,,,,,,,,,,,cNjDaq8FxmB,,,,
2023-12-29T14:46:15.335,,,,,,,,,,6,2023-12-29T14:46:15.256,Dusabane,Dusabane,,,"/NLsvt0iBEyq/qtB5YKGpetQ/opnk6RKjDVK/BBdG4MFkHHf/BQpHRLuuCDP/Zv5sRLGyE6j",2023-01-01T00:00:00.000,,,,,,,,,,,,Zv5sRLGyE6j,,,,
2023-12-29T13:52:03.234,,,,,,,,,,6,2023-12-29T13:52:03.189,Dusasa,Dusasa,,,"/NLsvt0iBEyq/UvekxcAnx2W/MhuotIEABst/D94K7iq7jRJ/nXAirOQB6Px/LwT72izwfdQ",2023-01-01T00:00:00.000,,,,,,,,,,,,LwT72izwfdQ,,,,
2023-12-29T13:38:55.336,,,,,,,,,,6,2023-12-29T13:38:55.309,Dusego,Dusego,,,"/NLsvt0iBEyq/d3sGVyQqwe5/CpWGnErIeY5/CiqlWQYkGBw/r9QMPpSzyAi/RwsxLllcBbG",2023-01-01T00:00:00.000,,,,,,,,,,,,RwsxLllcBbG,,,,
2023-12-29T13:19:09.652,,,,,,,,,,6,2023-12-29T13:19:09.630,Dusenyi,Dusenyi,,,"/NLsvt0iBEyq/I7LUEXlue90/zeO6GcBuYRF/rZaI7cFyJHI/oIVR1pBZn5D/YTcofZSO7Cs",2023-01-01T00:00:00.000,,,,,,,,,,,,YTcofZSO7Cs,,,,
2023-12-29T13:36:28.461,,,,,,,,,,6,2023-12-29T13:36:28.437,Dutare,Dutare,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/QyuZnJE2zSz/IUkJiggUD4m/goQmqYcLLRM",2023-01-01T00:00:00.000,,,,,,,,,,,,goQmqYcLLRM,,,,
2023-12-29T13:14:48.114,,,,,,,,,,6,2023-12-29T13:14:48.097,Duterimbere,Duterimbere,,,"/NLsvt0iBEyq/I7LUEXlue90/S19LIxV9TlT/X6nTpnnZW4e/xS41G0lMqWM/e8ByD2tcqnK",2023-01-01T00:00:00.000,,,,,,,,,,,,e8ByD2tcqnK,,,,
2023-12-29T14:05:25.812,,,,,,,,,,6,2023-12-29T14:05:25.738,Dutwe,Dutwe,,,"/NLsvt0iBEyq/d3sGVyQqwe5/JrZv84pAK7M/zR7VsaH3ZHS/ygiBYkzj7It/c14c2fxYsf2",2023-01-01T00:00:00.000,,,,,,,,,,,,c14c2fxYsf2,,,,
2023-12-29T13:29:16.141,,,,,,,,,,6,2023-12-29T13:29:16.124,Duwane,Duwane,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/qLqMdaBK6Zg/VKtbc9xO6sZ/GeXXJVIUZHa",2023-01-01T00:00:00.000,,,,,,,,,,,,GeXXJVIUZHa,,,,
2023-12-29T13:27:58.035,,,,,,,,,,6,2023-12-29T13:27:58.006,Duwani,Duwani,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/maNDqZ17yOj/TKmGqNE30Cp/IMMt4uJ7Utk",2023-01-01T00:00:00.000,,,,,,,,,,,,IMMt4uJ7Utk,,,,
2023-12-29T13:27:56.569,,,,,,,,,,5,2023-12-29T13:27:56.551,Duwani,Duwani,,,"/NLsvt0iBEyq/d3sGVyQqwe5/gfLUf85yY51/maNDqZ17yOj/TKmGqNE30Cp",2023-01-01T00:00:00.000,,,,,,,,,,,,TKmGqNE30Cp,,,,
2023-12-29T14:31:09.473,,,,,,,,,,2,2023-12-29T14:31:09.429,"Eastern Province","Eastern Province",,,/NLsvt0iBEyq/qtB5YKGpetQ,2023-01-01T00:00:00.000,,,,,,,,,,,,qtB5YKGpetQ,,,,
2023-12-29T14:47:54.289,,,,,,,,,,6,2023-12-29T14:47:54.226,Efemu,Efemu,,,"/NLsvt0iBEyq/qtB5YKGpetQ/ohiPKtEtJgY/aqgU9bvj9sK/IfaECPPtMAq/SsbiHJjeBJt",2023-01-01T00:00:00.000,,,,,,,,,,,,SsbiHJjeBJt,,,,
2023-12-29T14:55:54.587,,,,,,,,,,6,2023-12-29T14:55:54.532,Fatinkanda,Fatinkanda,,,"/NLsvt0iBEyq/qtB5YKGpetQ/tiOxwPjTxGh/Na8t8XOASCH/gEc7swBtwb8/rwtBeNTyGC6",2023-01-01T00:00:00.000,,,,,,,,,,,,rwtBeNTyGC6,,,,
2023-12-29T14:34:37.621,,,,,,,,,,6,2023-12-29T14:34:37.548,Fene,Fene,,,"/NLsvt0iBEyq/qtB5YKGpetQ/UN7SFbqzMwN/ik4ZBXxK4j3/lBdhzjpBCAr/Cn8xN2hxZuL",2023-01-01T00:00:00.000,,,,,,,,,,,,Cn8xN2hxZuL,,,,
2023-12-29T14:32:07.460,,,,,,,,,,6,2023-12-29T14:32:07.372,Feri,Feri,,,"/NLsvt0iBEyq/OMhvoA1PDd5/j3aA3oajdXg/KKNY0T9W7oi/c3gK5zJnKzx/fWmDyGQX2RM",2023-01-01T00:00:00.000,,,,,,,,,,,,fWmDyGQX2RM,,,,
2023-12-29T13:32:57.743,,,,,,,,,,5,2023-12-29T13:32:57.723,Fugi,Fugi,,,"/NLsvt0iBEyq/d3sGVyQqwe5/n468PYJ6g8u/NwJ6joxj5jR/GgLOjzICGpc",2023-01-01T00:00:00.000,,,,,,,,,,,,GgLOjzICGpc,,,,
